Year,Individual,Sex,Tagged,Lap,Behavior,Minutes,minutes.to.seconds,Seconds,hundreth.of.second,total.seconds
2017,!52,Male,Untagged,13.00,Land (Same Common Milk Weed Flower) and Nectar,0.00,0.00,44.00,50.00,44.50
2017,!52,Male,Untagged,14.00,Fly (direction ?),0.00,0.00,4.00,82.00,4.82
2017,!52,Male,Untagged,15.00,Land (Common Milk Weed Leaf) and Rest,0.00,0.00,2.00,30.00,2.30
2017,!52,Male,Untagged,16.00,Fly (direction ?),0.00,0.00,1.00,34.00,1.34
2017,!52,Male,Untagged,17.00,Land (Common Milk Weed Flower) and Rest,15.00,900.00,47.00,83.00,947.83
2017,!53,Male,Sham-Tagged,1.00,Start Timer and Place Monarch,NA,NA,NA,NA,NA
2017,!53,Male,Sham-Tagged,2.00,Fly (South),0.00,0.00,9.00,53.00,9.53
2017,!53,Male,Sham-Tagged,3.00,Land (Musk Thistle) and Nectar,6.00,360.00,56.00,34.00,416.34
2017,!53,Male,Sham-Tagged,4.00,Fly (South),0.00,0.00,5.00,32.00,5.32
2017,!53,Male,Sham-Tagged,5.00,Land (Musk Thistle) and Nectar,0.00,0.00,8.00,66.00,8.66
2017,!53,Male,Sham-Tagged,6.00,Fly (South),0.00,0.00,9.00,11.00,9.11
2017,!53,Male,Sham-Tagged,7.00,Land (White Clover) and Nectar,0.00,0.00,26.00,0.00,26.00
2017,!53,Male,Sham-Tagged,,Fly (?),0.00,0.00,30.00,0.00,30.00
2017,!53,Male,Sham-Tagged,8.00,Land (Bare Ground and Grass) and Rest,12.50,750.00,5.00,0.00,755.00
2017,!54,Male,Untagged,1.00,Start Timer and Place Monarch,NA,NA,NA,NA,NA
2017,!54,Male,Untagged,2.00,Nectar,0.00,0.00,58.00,82.00,58.82
2017,!54,Male,Untagged,3.00,Fly (S),0.00,0.00,11.00,10.00,11.10
2017,!54,Male,Untagged,4.00,Land (Common Milk Weed) and Rest,0.00,0.00,4.00,3.00,4.03
2017,!54,Male,Untagged,5.00,Fly (S),0.00,0.00,3.00,39.00,3.39
2017,!54,Male,Untagged,6.00,Land (Common Milk Weed) and Rest,0.00,0.00,3.00,93.00,3.93
2017,!54,Male,Untagged,7.00,Fly (S),0.00,0.00,5.00,91.00,5.91
2017,!54,Male,Untagged,8.00,Land (Golden Rod) and Rest,0.00,0.00,45.00,97.00,45.97
2017,!54,Male,Untagged,9.00,Fly (N),0.00,0.00,4.00,93.00,4.93
2017,!54,Male,Untagged,10.00,Land (Common Milk Weed) and Nectar,3.00,180.00,36.00,27.00,216.27
2017,!54,Male,Untagged,11.00,Fly (Circle),0.00,0.00,10.00,96.00,10.96
2017,!54,Male,Untagged,12.00,Land (Common Milk Weed Flower) and Nectar,1.00,60.00,9.00,97.00,69.97
2017,!54,Male,Untagged,13.00,Fly (East),0.00,0.00,11.00,9.00,11.09
2017,!54,Male,Untagged,14.00,Land (Common Milk Weed Flower) and Nectar,1.00,60.00,3.00,10.00,63.10
2017,!54,Male,Untagged,15.00,Fly (Circle),0.00,0.00,5.00,62.00,5.62
2017,!54,Male,Untagged,16.00,Land (Common Milk Weed Flower) and Rest,0.00,0.00,7.00,74.00,7.74
2017,!54,Male,Untagged,17.00,Fly (Circle),0.00,0.00,9.00,24.00,9.24
2017,!54,Male,Untagged,18.00,Land (Common Milk Weed Flower) and Rest,0.00,0.00,1.00,49.00,1.49
2017,!54,Male,Untagged,19.00,Fly (Circle),0.00,0.00,1.00,34.00,1.34
2017,!54,Male,Untagged,20.00,Land (Common Milk Weed Flower) and Rest,0.00,0.00,14.00,45.00,14.59
2017,!54,Male,Untagged,21.00,Fly (Circle),0.00,0.00,6.00,1.00,6.01
2017,!54,Male,Untagged,22.00,Land (Common Milk Weed Flower) and Nectar,1.00,60.00,59.00,70.00,119.70
2017,!54,Male,Untagged,23.00,Fly (Circle),0.00,0.00,3.00,21.00,3.21
2017,!54,Male,Untagged,24.00,Land (Common Milk Weed Flower) and Nectar,2.00,120.00,5.00,92.00,125.92
2017,!54,Male,Untagged,25.00,Fly (Circle),0.00,0.00,0.00,79.00,0.79
2017,!54,Male,Untagged,26.00,Land (Common Milk Weed Flower) and Nectar,0.00,0.00,42.00,12.00,42.12
2017,!54,Male,Untagged,27.00,Fly (Circle),0.00,0.00,3.00,86.00,3.86
2017,!54,Male,Untagged,28.00,Land (Common Milk Weed Flower) and Rest,0.00,0.00,4.00,10.00,4.10
2017,!54,Male,Untagged,29.00,Fly (Circle),0.00,0.00,9.00,34.00,9.34
2017,!54,Male,Untagged,30.00,Land (Common Milk Weed Flower) and Nectar,1.00,60.00,24.00,80.00,84.80
2017,!54,Male,Untagged,31.00,Fly (Circle),0.00,0.00,9.00,70.00,9.70
2017,!54,Male,Untagged,32.00,Land (Common Milk Weed Flower) and Rest,0.00,0.00,7.00,43.00,7.43
2017,!54,Male,Untagged,33.00,Fly (Circle),0.00,0.00,15.00,50.00,15.50
2017,!54,Male,Untagged,34.00,Land (Common Milk Weed Flower) and Nectar,0.00,0.00,47.00,55.00,47.55
2017,!54,Male,Untagged,35.00,Fly (Circle),0.00,0.00,36.00,17.00,36.17
2017,!54,Male,Untagged,36.00,Land (Common Milk Weed Flower) and Nectar,0.00,0.00,43.00,59.00,43.59
2017,!54,Male,Untagged,37.00,Fly (Circle),0.00,0.00,1.00,42.00,1.42
2017,!54,Male,Untagged,38.00,Land (Common Milk Weed Flower) and Nectar,0.00,0.00,12.00,84.00,12.84
2017,!54,Male,Untagged,39.00,Fly (Direction ?),0.00,0.00,13.00,70.00,13.70
2017,!54,Male,Untagged,40.00,Land (Common Milk Weed Flower) and Nectar,0.00,0.00,40.00,60.00,40.60
2017,!54,Male,Untagged,41.00,Fly (Direction ?),0.00,0.00,39.00,65.00,39.65
2017,!54,Male,Untagged,42.00,Land (Common Milk Weed Flower) and Rest,0.00,0.00,10.00,19.00,10.19
2017,!55,Male,Sham-Tagged,1.00,Start Timer and Place Monarch,NA,NA,NA,NA,NA
2017,!55,Male,Sham-Tagged,2.00,Flutter,0.00,0.00,2.00,89.00,2.89
2017,!55,Male,Sham-Tagged,3.00,Fly (West),0.00,0.00,2.00,80.00,2.80
2017,!55,Male,Sham-Tagged,4.00,Land (Common Milk Weed),0.00,0.00,8.00,64.00,8.64
2017,!55,Male,Sham-Tagged,5.00,Nectar,0.00,0.00,6.00,9.00,6.09
2017,!55,Male,Sham-Tagged,6.00,Fly (Direction ?),0.00,0.00,0.00,66.00,0.66
2017,!55,Male,Sham-Tagged,7.00,Land (Grass/foilage) and Rest,0.00,0.00,19.00,56.00,19.56
2017,!55,Male,Sham-Tagged,8.00,Flutter (Plus some crawling… Trying ot get out of grass/foilage),1.00,60.00,37.00,15.00,97.15
2017,!55,Male,Sham-Tagged,9.00,Rest,16.00,960.00,48.00,89.00,1008.89
2017,!66,Male,Sham-Tagged,1.00,Start Timer and Place Monarch,NA,NA,NA,NA,NA
2017,!66,Male,Sham-Tagged,2.00,Rest,0.00,0.00,21.00,53.00,21.53
2017,!66,Male,Sham-Tagged,3.00,Fall (Grass/Foilage),0.00,0.00,4.00,13.00,4.13
2017,!66,Male,Sham-Tagged,4.00,Flutter (Plus some Walking) (Trying to get out of grass/foilage),0.00,0.00,1.00,38.00,1.38
2017,!66,Male,Sham-Tagged,5.00,Fly (North West),1.00,60.00,48.00,61.00,108.61
2017,!71,Male,Sham-Tagged,1.00,Start Timer and Place Monarch,NA,NA,NA,NA,NA
2017,!71,Male,Sham-Tagged,2.00,Rest,0.00,0.00,2.00,47.00,2.47
2017,!71,Male,Sham-Tagged,3.00,Fly (North),0.00,0.00,9.00,26.00,9.26
2017,!71,Male,Sham-Tagged,4.00,Land (Thistle) and Nectar,1.00,60.00,56.00,97.00,116.97
2017,!71,Male,Sham-Tagged,5.00,Fly (Circle),0.00,0.00,6.00,93.00,6.93
2017,!71,Male,Sham-Tagged,6.00,Land (Thistle) and Nectar,1.00,60.00,7.00,23.00,67.23
2017,!71,Male,Sham-Tagged,7.00,Fly (Circle),0.00,0.00,3.00,40.00,3.40
2017,!71,Male,Sham-Tagged,8.00,Land (Thistle) and Nectar,2.00,120.00,58.00,69.00,178.69
2017,!71,Male,Sham-Tagged,9.00,Fly (Circle),0.00,0.00,3.00,96.00,3.96
2017,!71,Male,Sham-Tagged,10.00,Land (Thistle) and Nectar,1.00,60.00,19.00,35.00,79.35
2017,!71,Male,Sham-Tagged,11.00,Fly (Circle),0.00,0.00,3.00,73.00,3.73
2017,!71,Male,Sham-Tagged,12.00,Land (Thistle) and Nectar,0.00,0.00,16.00,17.00,16.17
2017,!71,Male,Sham-Tagged,13.00,Fly (South),0.00,0.00,2.00,49.00,2.49
2017,!71,Male,Sham-Tagged,14.00,Land (Thistle) and Rest,0.00,0.00,4.00,20.00,4.20
2017,!71,Male,Sham-Tagged,15.00,Fly (North),0.00,0.00,5.00,14.00,5.14
2017,!71,Male,Sham-Tagged,16.00,Land (Thistle) and Rest,0.00,0.00,21.00,56.00,21.56
2017,!71,Male,Sham-Tagged,17.00,Fly (South),0.00,0.00,16.00,75.00,16.75
2017,!71,Male,Sham-Tagged,18.00,Land (Thistle) and Nectar,3.00,180.00,32.00,78.00,212.78
2017,!71,Male,Sham-Tagged,19.00,Fly (West),1.00,60.00,7.00,93.00,67.93
2017,!86,Male,Sham-Tagged,1.00,Start Timer and Place Monarch,NA,NA,NA,NA,NA
2017,!86,Male,Sham-Tagged,2.00,Rest,0.00,0.00,1.00,63.00,1.63
2017,!86,Male,Sham-Tagged,3.00,Fly (East),0.00,0.00,5.00,63.00,5.63
2017,!86,Male,Sham-Tagged,4.00,Land (Red Clover) and Nectar,0.00,0.00,23.00,16.00,23.16
2017,!86,Male,Sham-Tagged,5.00,Fly (East),0.00,0.00,16.00,26.00,16.26
2017,!86,Male,Sham-Tagged,6.00,Land (Red Clover) and Nectar,0.00,0.00,14.00,46.00,14.46
2017,!86,Male,Sham-Tagged,7.00,Fly (East),0.00,0.00,22.00,80.00,22.80
2017,!86,Male,Sham-Tagged,8.00,Land (Grass) and Rest,0.00,0.00,27.00,83.00,27.83
2017,!86,Male,Sham-Tagged,9.00,Fly (West),0.00,0.00,28.00,60.00,28.60
2017,!86,Male,Sham-Tagged,10.00,Land (Red Clover Patch) … Looking (See notes…),0.00,0.00,2.00,80.00,2.80
2017,!88,Male,Untagged,1.00,Start Timer and Place Monarch,NA,NA,NA,NA,NA
2017,!88,Male,Untagged,2.00,Rest,0.00,0.00,1.00,77.00,1.77
2017,!88,Male,Untagged,3.00,Fly (West),0.00,0.00,7.00,62.00,7.62
2017,!88,Male,Untagged,4.00,Land (Red Clover) and Nectar,7.00,420.00,5.00,26.00,425.26
2017,!88,Male,Untagged,5.00,Fly (East),0.00,0.00,1.00,53.00,1.53
2017,!88,Male,Untagged,6.00,Land (Red Clover) and Nectar,5.00,300.00,55.00,69.00,355.69
2017,!88,Male,Untagged,7.00,Fly (East),0.00,0.00,1.00,9.00,1.09
2017,!88,Male,Untagged,8.00,Land (Red Clover) and Nectar,7.00,420.00,50.00,63.00,470.63
2017,!91,Male,Sham-Tagged,1.00,Start Timer and Place Monarch,NA,NA,NA,NA,NA
2017,!91,Male,Sham-Tagged,2.00,Nectar,0.00,0.00,8.00,24.00,8.24
2017,!91,Male,Sham-Tagged,3.00,Fly (South West),0.00,0.00,12.00,88.00,12.88
2017,!91,Male,Sham-Tagged,4.00,Land (Dead Red Clover) and Rest,0.00,0.00,23.00,34.00,23.34
2017,!91,Male,Sham-Tagged,5.00,Fly (South),0.00,0.00,0.00,99.00,0.99
2017,!91,Male,Sham-Tagged,6.00,Land (?) and Rest,0.00,0.00,2.00,4.00,2.04
2017,!91,Male,Sham-Tagged,7.00,Fly (West),0.00,0.00,16.00,83.00,16.83
2017,!91,Male,Sham-Tagged,8.00,Land (Red Clover) and Nectar,6.00,360.00,49.00,40.00,409.40
2017,!91,Male,Sham-Tagged,9.00,Fly (West),0.00,0.00,40.00,83.00,40.83
2017,!91,Male,Sham-Tagged,10.00,Land (Red Clover) and Nectar,0.00,0.00,41.00,37.00,41.37
2017,!91,Male,Sham-Tagged,11.00,Fly (South East and Circle),1.00,60.00,19.00,6.00,79.06
2017,!91,Male,Sham-Tagged,12.00,Land (Grass) and Rest,0.00,0.00,38.00,46.00,38.46
2017,!91,Male,Sham-Tagged,13.00,Fly (Direction ?),0.00,0.00,36.00,89.00,36.89
2017,!91,Male,Sham-Tagged,14.00,Land (Hay) and Rest,8.00,480.00,43.00,80.00,523.80
2017,!93,Male,Sham-Tagged,1.00,Start Timer and Place Monarch,NA,NA,NA,NA,NA
2017,!93,Male,Sham-Tagged,2.00,Rest,0.00,0.00,3.00,91.00,3.91
2017,!93,Male,Sham-Tagged,3.00,Fly (East) (Seen notes…),0.00,0.00,55.00,5.00,55.05
2017,!A,Male,Sham-Tagged,1.00,Start Timer and Place Moncarch,NA,NA,NA,NA,NA
2017,!A,Male,Sham-Tagged,2.00,Rest,12.00,720.00,26.00,74.00,746.74
2017,!A,Male,Sham-Tagged,3.00,Flutter (Feet did not leave the plant),0.00,0.00,2.00,90.00,2.90
2017,!A,Male,Sham-Tagged,4.00,Rest,0.00,0.00,16.00,61.00,16.61
2017,!A,Male,Sham-Tagged,5.00,Nectar (Taste),0.00,0.00,21.00,84.00,21.84
2017,!A,Male,Sham-Tagged,6.00,Nectar (Feed),0.00,0.00,7.00,53.00,7.53
2017,!A,Male,Sham-Tagged,7.00,Nectar (Taste),0.00,0.00,22.00,81.00,22.81
2017,!A,Male,Sham-Tagged,8.00,Nectar (Feed),0.00,0.00,0.00,0.00,0.80
2017,!A,Male,Sham-Tagged,9.00,Nectar (Taste),0.00,0.00,17.00,67.00,17.67
2017,!A,Male,Sham-Tagged,10.00,Nectar (Feed),0.00,0.00,1.00,35.00,1.35
2017,!A,Male,Sham-Tagged,11.00,Nectar (Taste),0.00,0.00,11.00,71.00,11.71
2017,!A,Male,Sham-Tagged,12.00,Nectar (Feed),0.00,0.00,3.00,3.00,3.30
2017,!A,Male,Sham-Tagged,13.00,Nectar (Taste),0.00,0.00,6.00,63.00,6.63
2017,!A,Male,Sham-Tagged,14.00,Nectar (Feed),0.00,0.00,1.00,79.00,1.79
2017,!A,Male,Sham-Tagged,15.00,Nectar (Taste),0.00,0.00,23.00,85.00,23.85
2017,!A,Male,Sham-Tagged,16.00,Nectar (Feed),0.00,0.00,1.00,20.00,1.20
2017,!A,Male,Sham-Tagged,17.00,Nectar (Taste),0.00,0.00,15.00,89.00,15.89
2017,!A,Male,Sham-Tagged,18.00,Nectar (Feed),0.00,0.00,1.00,26.00,1.26
2017,!A,Male,Sham-Tagged,19.00,Nectar (Taste),0.00,0.00,43.00,9.00,43.09
2017,!A,Male,Sham-Tagged,20.00,Nectar (Feed),0.00,0.00,1.00,16.00,1.16
2017,!A,Male,Sham-Tagged,21.00,Nectar (Taste),1.00,60.00,37.00,27.00,97.27
2017,!A,Male,Sham-Tagged,22.00,Nectar (Feed),0.00,0.00,1.00,90.00,1.90
2017,!A,Male,Sham-Tagged,23.00,Nectar (Taste),0.00,0.00,34.00,58.00,34.58
2017,!A,Male,Sham-Tagged,24.00,Nectar (Feed),0.00,0.00,2.00,90.00,2.90
2017,!A,Male,Sham-Tagged,25.00,Nectar (Taste),0.00,0.00,16.00,47.00,16.47
2017,!A,Male,Sham-Tagged,26.00,Rest,0.00,0.00,36.00,87.00,36.87
2017,!A,Male,Sham-Tagged,27.00,Flutter (Feet did not leave the plant),0.00,0.00,2.00,14.00,2.14
2017,!A,Male,Sham-Tagged,28.00,Rest,1.00,60.00,5.00,52.00,65.20
2017,!B,Male,Untagged,1.00,Start Timer and Place Monarch,NA,NA,NA,NA,NA
2017,!B,Male,Untagged,2.00,Nectar (Feed),0.00,0.00,10.00,26.00,10.26
2017,!B,Male,Untagged,3.00,Nectar (Taste),2.00,120.00,34.00,61.00,154.61
2017,!B,Male,Untagged,4.00,Nectar (Feed),0.00,0.00,6.00,6.00,6.06
2017,!B,Male,Untagged,5.00,Rest,0.00,0.00,23.00,10.00,23.10
2017,!B,Male,Untagged,6.00,Nectar (Feed),0.00,0.00,11.00,23.00,11.23
2017,!B,Male,Untagged,7.00,Nectar (Taste),1.00,60.00,40.00,36.00,100.36
2017,!B,Male,Untagged,8.00,Nectar (Feed),0.00,0.00,50.00,19.00,50.19
2017,!B,Male,Untagged,9.00,Nectar (Taste),1.00,60.00,43.00,42.00,103.42
2017,!B,Male,Untagged,10.00,Nectar (Feed),0.00,0.00,3.00,64.00,3.64
2017,!B,Male,Untagged,11.00,Nectar (Taste),2.00,120.00,36.00,45.00,156.45
2017,!B,Male,Untagged,12.00,Rest,0.00,0.00,6.00,80.00,6.80
2017,!B,Male,Untagged,13.00,Nectar (Taste),0.00,0.00,15.00,46.00,15.46
2017,!B,Male,Untagged,14.00,Rest,0.00,0.00,39.00,8.00,39.08
2017,!B,Male,Untagged,15.00,Nectar (Taste),0.00,0.00,22.00,31.00,22.31
2017,!B,Male,Untagged,16.00,Rest,0.00,0.00,5.00,56.00,5.56
2017,!B,Male,Untagged,17.00,Nectar (Taste),0.00,0.00,36.00,2.00,36.02
2017,!B,Male,Untagged,18.00,Rest ,0.00,0.00,26.00,88.00,26.88
2017,!B,Male,Untagged,19.00,Nectar (Taste),0.00,0.00,19.00,10.00,19.10
2017,!B,Male,Untagged,20.00,Nectar (Feed),0.00,0.00,9.00,57.00,9.57
2017,!B,Male,Untagged,21.00,Nectar (Taste),0.00,0.00,5.00,74.00,5.74
2017,!B,Male,Untagged,22.00,Nectar (Feed),0.00,0.00,29.00,27.00,29.27
2017,!B,Male,Untagged,23.00,Nectar (Taste),0.00,0.00,4.00,21.00,4.21
2017,!B,Male,Untagged,24.00,Nectar (Feed),0.00,0.00,24.00,30.00,24.30
2017,!B,Male,Untagged,25.00,Nectar (Taste),0.00,0.00,17.00,20.00,17.20
2017,!B,Male,Untagged,26.00,Rest,1.00,60.00,56.00,0.00,116.00
2017,!B,Male,Untagged,27.00,Nectar (Taste),0.00,0.00,15.00,6.00,15.06
2017,!B,Male,Untagged,28.00,Nectar (Feed),0.00,0.00,28.00,25.00,28.25
2017,!B,Male,Untagged,29.00,Nectar (Taste),0.00,0.00,7.00,10.00,7.10
2017,!B,Male,Untagged,30.00,Nectar (Feed),1.00,60.00,38.00,40.00,98.40
2017,!B,Male,Untagged,31.00,Nectar (Taste),0.00,0.00,3.00,16.00,3.16
2017,!B,Male,Untagged,32.00,Nectar (Feed),0.00,0.00,49.00,3.00,49.03
2017,!C,Male,Sham-Tagged,1.00,Start Timer and Place Monarch,NA,NA,NA,NA,NA
2017,!C,Male,Sham-Tagged,2.00,Rest ,0.00,0.00,4.00,33.00,4.33
2017,!C,Male,Sham-Tagged,3.00,Fly (S),0.00,0.00,1.00,14.00,1.14
2017,!C,Male,Sham-Tagged,4.00,Land (dead plant/stick) and Rest,1.00,60.00,35.00,49.00,95.49
2017,!C,Male,Sham-Tagged,5.00,Fly (W/SW),0.00,0.00,8.00,62.00,8.62
2017,!C,Male,Sham-Tagged,6.00,Land (See pict… purple plant) and Rest,10.00,600.00,34.00,17.00,634.17
2017,!C,Male,Sham-Tagged,7.00,Fly (Direction?),0.00,0.00,0.00,80.00,0.80
2017,!C,Male,Sham-Tagged,8.00,Land (see pict… same purple plant as above) and Rest,0.00,0.00,16.00,46.00,16.46
2017,!C,Male,Sham-Tagged,9.00,Nectar (Taste),0.00,0.00,7.00,71.00,7.71
2017,!C,Male,Sham-Tagged,10.00,Nectar (Feed),0.00,0.00,1.00,59.00,1.59
2017,!C,Male,Sham-Tagged,11.00,Nectar (Taste),0.00,0.00,7.00,10.00,7.10
2017,!C,Male,Sham-Tagged,12.00,Fly (Direction?),0.00,0.00,2.00,47.00,2.47
2017,!C,Male,Sham-Tagged,13.00,Land (Common milk weed flower) and Rest,0.00,0.00,9.00,37.00,9.37
2017,!C,Male,Sham-Tagged,14.00,Nectar (Taste),1.00,60.00,11.00,94.00,71.94
2017,!C,Male,Sham-Tagged,15.00,Nectar (Feed),0.00,0.00,2.00,17.00,2.17
2017,!C,Male,Sham-Tagged,16.00,Nectar (Taste),0.00,0.00,6.00,58.00,6.58
2017,!C,Male,Sham-Tagged,17.00,Nectar (Feed),0.00,0.00,1.00,15.00,1.15
2017,!C,Male,Sham-Tagged,18.00,Nectar (Taste),1.00,60.00,0.00,56.00,60.56
2017,!C,Male,Sham-Tagged,19.00,Nectar (Feed),0.00,0.00,2.00,96.00,2.96
2017,!C,Male,Sham-Tagged,20.00,Nectar (Taste),1.00,60.00,21.00,53.00,81.53
2017,!C,Male,Sham-Tagged,21.00,Nectar (Feed),0.00,0.00,1.00,80.00,1.80
2017,!C,Male,Sham-Tagged,22.00,Nectar (Taste),0.00,0.00,8.00,61.00,8.61
2017,!C,Male,Sham-Tagged,23.00,Rest ,0.00,0.00,4.00,12.00,4.12
2017,!C,Male,Sham-Tagged,24.00,Nectar (Taste),0.00,0.00,19.00,28.00,19.28
2017,!C,Male,Sham-Tagged,25.00,Nectar (Feed),0.00,0.00,2.00,43.00,2.43
2017,!C,Male,Sham-Tagged,26.00,Nectar (Taste),0.00,0.00,30.00,90.00,30.90
2017,!C,Male,Sham-Tagged,27.00,Nectar (Feed),0.00,0.00,1.00,7.00,1.07
2017,!C,Male,Sham-Tagged,28.00,Nectar (Taste),0.00,0.00,25.00,77.00,25.77
2017,!C,Male,Sham-Tagged,29.00,Nectar (Feed),0.00,0.00,3.00,17.00,3.17
2017,!C,Male,Sham-Tagged,30.00,Nectar (Taste),0.00,0.00,8.00,93.00,8.93
2017,!C,Male,Sham-Tagged,31.00,Nectar (Feed),0.00,0.00,2.00,9.00,2.09
2017,!C,Male,Sham-Tagged,32.00,Nectar (Taste),0.00,0.00,56.00,0.00,56.00
2017,!C,Male,Sham-Tagged,33.00,Rest ,0.00,0.00,16.00,94.00,16.94
